"bkz","freq","date"
606,158,2020-04-11 00:00:00
610,167,2020-04-11 00:00:00
611,23,2020-04-11 00:00:00
612,78,2020-04-11 00:00:00
614,5,2020-04-11 00:00:00
616,94,2020-04-11 00:00:00
617,123,2020-04-11 00:00:00
620,31,2020-04-11 00:00:00
621,50,2020-04-11 00:00:00
622,282,2020-04-11 00:00:00
623,47,2020-04-11 00:00:00
701,381,2020-04-11 00:00:00
702,256,2020-04-11 00:00:00
703,369,2020-04-11 00:00:00
704,331,2020-04-11 00:00:00
705,467,2020-04-11 00:00:00
706,873,2020-04-11 00:00:00
707,130,2020-04-11 00:00:00
708,49,2020-04-11 00:00:00
709,320,2020-04-11 00:00:00
801,240,2020-04-11 00:00:00
802,245,2020-04-11 00:00:00
803,134,2020-04-11 00:00:00
804,200,2020-04-11 00:00:00
900,1962,2020-04-11 00:00:00
101,14,2020-04-11 01:00:00
103,22,2020-04-11 01:00:00
104,21,2020-04-11 01:00:00
105,8,2020-04-11 01:00:00
106,34,2020-04-11 01:00:00
107,51,2020-04-11 01:00:00
108,17,2020-04-11 01:00:00
109,88,2020-04-11 01:00:00
201,81,2020-04-11 01:00:00
202,19,2020-04-11 01:00:00
203,5,2020-04-11 01:00:00
204,37,2020-04-11 01:00:00
205,46,2020-04-11 01:00:00
206,36,2020-04-11 01:00:00
207,45,2020-04-11 01:00:00
208,51,2020-04-11 01:00:00
209,41,2020-04-11 01:00:00
210,12,2020-04-11 01:00:00
301,32,2020-04-11 01:00:00
302,76,2020-04-11 01:00:00
303,22,2020-04-11 01:00:00
304,36,2020-04-11 01:00:00
305,252,2020-04-11 01:00:00
306,118,2020-04-11 01:00:00
307,68,2020-04-11 01:00:00
308,71,2020-04-11 01:00:00
309,7,2020-04-11 01:00:00
310,28,2020-04-11 01:00:00
311,32,2020-04-11 01:00:00
312,140,2020-04-11 01:00:00
313,129,2020-04-11 01:00:00
314,40,2020-04-11 01:00:00
315,140,2020-04-11 01:00:00
316,112,2020-04-11 01:00:00
317,149,2020-04-11 01:00:00
318,168,2020-04-11 01:00:00
319,241,2020-04-11 01:00:00
320,99,2020-04-11 01:00:00
321,135,2020-04-11 01:00:00
322,20,2020-04-11 01:00:00
323,54,2020-04-11 01:00:00
325,44,2020-04-11 01:00:00
401,291,2020-04-11 01:00:00
402,52,2020-04-11 01:00:00
403,57,2020-04-11 01:00:00
404,107,2020-04-11 01:00:00
405,48,2020-04-11 01:00:00
406,102,2020-04-11 01:00:00
407,61,2020-04-11 01:00:00
408,65,2020-04-11 01:00:00
409,38,2020-04-11 01:00:00
410,196,2020-04-11 01:00:00
411,246,2020-04-11 01:00:00
412,41,2020-04-11 01:00:00
413,137,2020-04-11 01:00:00
414,51,2020-04-11 01:00:00
415,163,2020-04-11 01:00:00
416,275,2020-04-11 01:00:00
417,104,2020-04-11 01:00:00
418,75,2020-04-11 01:00:00
501,136,2020-04-11 01:00:00
502,65,2020-04-11 01:00:00
503,180,2020-04-11 01:00:00
504,420,2020-04-11 01:00:00
505,22,2020-04-11 01:00:00
506,331,2020-04-11 01:00:00
601,402,2020-04-11 01:00:00
603,39,2020-04-11 01:00:00
606,158,2020-04-11 01:00:00
610,167,2020-04-11 01:00:00
611,23,2020-04-11 01:00:00
612,78,2020-04-11 01:00:00
614,5,2020-04-11 01:00:00
616,94,2020-04-11 01:00:00
617,123,2020-04-11 01:00:00
620,31,2020-04-11 01:00:00
621,50,2020-04-11 01:00:00
622,282,2020-04-11 01:00:00
623,47,2020-04-11 01:00:00
701,381,2020-04-11 01:00:00
702,256,2020-04-11 01:00:00
703,369,2020-04-11 01:00:00
704,331,2020-04-11 01:00:00
705,467,2020-04-11 01:00:00
706,873,2020-04-11 01:00:00
707,130,2020-04-11 01:00:00
708,49,2020-04-11 01:00:00
709,320,2020-04-11 01:00:00
801,240,2020-04-11 01:00:00
802,245,2020-04-11 01:00:00
803,134,2020-04-11 01:00:00
804,200,2020-04-11 01:00:00
900,1962,2020-04-11 01:00:00
101,14,2020-04-11 02:00:00
103,22,2020-04-11 02:00:00
104,21,2020-04-11 02:00:00
105,8,2020-04-11 02:00:00
106,34,2020-04-11 02:00:00
107,51,2020-04-11 02:00:00
108,17,2020-04-11 02:00:00
109,88,2020-04-11 02:00:00
201,81,2020-04-11 02:00:00
202,19,2020-04-11 02:00:00
203,5,2020-04-11 02:00:00
204,37,2020-04-11 02:00:00
205,46,2020-04-11 02:00:00
206,36,2020-04-11 02:00:00
207,45,2020-04-11 02:00:00
208,51,2020-04-11 02:00:00
209,41,2020-04-11 02:00:00
210,12,2020-04-11 02:00:00
301,32,2020-04-11 02:00:00
302,76,2020-04-11 02:00:00
303,22,2020-04-11 02:00:00
304,36,2020-04-11 02:00:00
305,252,2020-04-11 02:00:00
306,118,2020-04-11 02:00:00
307,68,2020-04-11 02:00:00
308,71,2020-04-11 02:00:00
309,7,2020-04-11 02:00:00
310,28,2020-04-11 02:00:00
311,32,2020-04-11 02:00:00
312,140,2020-04-11 02:00:00
313,129,2020-04-11 02:00:00
314,40,2020-04-11 02:00:00
315,140,2020-04-11 02:00:00
316,112,2020-04-11 02:00:00
317,149,2020-04-11 02:00:00
318,168,2020-04-11 02:00:00
319,241,2020-04-11 02:00:00
320,99,2020-04-11 02:00:00
321,135,2020-04-11 02:00:00
322,20,2020-04-11 02:00:00
323,54,2020-04-11 02:00:00
325,44,2020-04-11 02:00:00
401,291,2020-04-11 02:00:00
402,52,2020-04-11 02:00:00
403,57,2020-04-11 02:00:00
404,107,2020-04-11 02:00:00
405,48,2020-04-11 02:00:00
406,102,2020-04-11 02:00:00
407,61,2020-04-11 02:00:00
408,65,2020-04-11 02:00:00
409,38,2020-04-11 02:00:00
410,196,2020-04-11 02:00:00
411,246,2020-04-11 02:00:00
412,41,2020-04-11 02:00:00
413,137,2020-04-11 02:00:00
414,51,2020-04-11 02:00:00
415,163,2020-04-11 02:00:00
416,275,2020-04-11 02:00:00
417,104,2020-04-11 02:00:00
418,75,2020-04-11 02:00:00
501,136,2020-04-11 02:00:00
502,65,2020-04-11 02:00:00
503,180,2020-04-11 02:00:00
504,420,2020-04-11 02:00:00
505,22,2020-04-11 02:00:00
506,331,2020-04-11 02:00:00
601,402,2020-04-11 02:00:00
603,39,2020-04-11 02:00:00
606,158,2020-04-11 02:00:00
610,167,2020-04-11 02:00:00
611,23,2020-04-11 02:00:00
612,78,2020-04-11 02:00:00
614,5,2020-04-11 02:00:00
616,94,2020-04-11 02:00:00
617,123,2020-04-11 02:00:00
620,31,2020-04-11 02:00:00
621,50,2020-04-11 02:00:00
622,282,2020-04-11 02:00:00
623,47,2020-04-11 02:00:00
701,381,2020-04-11 02:00:00
702,256,2020-04-11 02:00:00
703,369,2020-04-11 02:00:00
704,331,2020-04-11 02:00:00
705,467,2020-04-11 02:00:00
706,873,2020-04-11 02:00:00
707,130,2020-04-11 02:00:00
708,49,2020-04-11 02:00:00
709,320,2020-04-11 02:00:00
801,240,2020-04-11 02:00:00
802,245,2020-04-11 02:00:00
803,134,2020-04-11 02:00:00
804,200,2020-04-11 02:00:00
900,1962,2020-04-11 02:00:00
101,14,2020-04-11 03:00:00
103,22,2020-04-11 03:00:00
104,21,2020-04-11 03:00:00
105,8,2020-04-11 03:00:00
106,34,2020-04-11 03:00:00
107,51,2020-04-11 03:00:00
108,17,2020-04-11 03:00:00
109,88,2020-04-11 03:00:00
201,81,2020-04-11 03:00:00
202,19,2020-04-11 03:00:00
203,5,2020-04-11 03:00:00
204,37,2020-04-11 03:00:00
205,46,2020-04-11 03:00:00
206,36,2020-04-11 03:00:00
207,45,2020-04-11 03:00:00
208,51,2020-04-11 03:00:00
209,41,2020-04-11 03:00:00
210,12,2020-04-11 03:00:00
301,32,2020-04-11 03:00:00
302,76,2020-04-11 03:00:00
303,22,2020-04-11 03:00:00
304,36,2020-04-11 03:00:00
305,252,2020-04-11 03:00:00
306,118,2020-04-11 03:00:00
307,68,2020-04-11 03:00:00
308,71,2020-04-11 03:00:00
309,7,2020-04-11 03:00:00
310,28,2020-04-11 03:00:00
311,32,2020-04-11 03:00:00
312,140,2020-04-11 03:00:00
313,129,2020-04-11 03:00:00
314,40,2020-04-11 03:00:00
315,140,2020-04-11 03:00:00
316,112,2020-04-11 03:00:00
317,149,2020-04-11 03:00:00
318,168,2020-04-11 03:00:00
319,241,2020-04-11 03:00:00
320,99,2020-04-11 03:00:00
321,135,2020-04-11 03:00:00
322,20,2020-04-11 03:00:00
323,54,2020-04-11 03:00:00
325,44,2020-04-11 03:00:00
401,291,2020-04-11 03:00:00
402,52,2020-04-11 03:00:00
403,57,2020-04-11 03:00:00
404,107,2020-04-11 03:00:00
405,48,2020-04-11 03:00:00
406,102,2020-04-11 03:00:00
407,61,2020-04-11 03:00:00
408,65,2020-04-11 03:00:00
409,38,2020-04-11 03:00:00
410,196,2020-04-11 03:00:00
411,246,2020-04-11 03:00:00
412,41,2020-04-11 03:00:00
413,137,2020-04-11 03:00:00
414,51,2020-04-11 03:00:00
415,163,2020-04-11 03:00:00
416,275,2020-04-11 03:00:00
417,104,2020-04-11 03:00:00
418,75,2020-04-11 03:00:00
501,136,2020-04-11 03:00:00
502,65,2020-04-11 03:00:00
503,180,2020-04-11 03:00:00
504,420,2020-04-11 03:00:00
505,22,2020-04-11 03:00:00
506,331,2020-04-11 03:00:00
601,402,2020-04-11 03:00:00
603,39,2020-04-11 03:00:00
606,158,2020-04-11 03:00:00
610,167,2020-04-11 03:00:00
611,23,2020-04-11 03:00:00
612,78,2020-04-11 03:00:00
614,5,2020-04-11 03:00:00
616,94,2020-04-11 03:00:00
617,123,2020-04-11 03:00:00
620,31,2020-04-11 03:00:00
621,50,2020-04-11 03:00:00
622,282,2020-04-11 03:00:00
623,47,2020-04-11 03:00:00
701,381,2020-04-11 03:00:00
702,256,2020-04-11 03:00:00
703,369,2020-04-11 03:00:00
704,331,2020-04-11 03:00:00
705,467,2020-04-11 03:00:00
706,873,2020-04-11 03:00:00
707,130,2020-04-11 03:00:00
708,49,2020-04-11 03:00:00
709,320,2020-04-11 03:00:00
801,240,2020-04-11 03:00:00
802,245,2020-04-11 03:00:00
803,134,2020-04-11 03:00:00
804,200,2020-04-11 03:00:00
900,1962,2020-04-11 03:00:00
101,14,2020-04-11 04:00:00
103,22,2020-04-11 04:00:00
104,21,2020-04-11 04:00:00
105,8,2020-04-11 04:00:00
106,34,2020-04-11 04:00:00
107,51,2020-04-11 04:00:00
108,17,2020-04-11 04:00:00
109,88,2020-04-11 04:00:00
201,81,2020-04-11 04:00:00
202,19,2020-04-11 04:00:00
203,5,2020-04-11 04:00:00
204,37,2020-04-11 04:00:00
205,46,2020-04-11 04:00:00
206,36,2020-04-11 04:00:00
207,45,2020-04-11 04:00:00
208,51,2020-04-11 04:00:00
209,41,2020-04-11 04:00:00
210,12,2020-04-11 04:00:00
301,32,2020-04-11 04:00:00
302,76,2020-04-11 04:00:00
303,22,2020-04-11 04:00:00
304,36,2020-04-11 04:00:00
305,252,2020-04-11 04:00:00
306,118,2020-04-11 04:00:00
307,68,2020-04-11 04:00:00
308,71,2020-04-11 04:00:00
309,7,2020-04-11 04:00:00
310,28,2020-04-11 04:00:00
311,32,2020-04-11 04:00:00
312,140,2020-04-11 04:00:00
313,129,2020-04-11 04:00:00
314,40,2020-04-11 04:00:00
315,140,2020-04-11 04:00:00
316,112,2020-04-11 04:00:00
317,149,2020-04-11 04:00:00
318,168,2020-04-11 04:00:00
319,241,2020-04-11 04:00:00
320,99,2020-04-11 04:00:00
321,135,2020-04-11 04:00:00
322,20,2020-04-11 04:00:00
323,54,2020-04-11 04:00:00
325,44,2020-04-11 04:00:00
401,291,2020-04-11 04:00:00
402,52,2020-04-11 04:00:00
403,57,2020-04-11 04:00:00
404,107,2020-04-11 04:00:00
405,48,2020-04-11 04:00:00
406,102,2020-04-11 04:00:00
407,61,2020-04-11 04:00:00
408,65,2020-04-11 04:00:00
409,38,2020-04-11 04:00:00
410,196,2020-04-11 04:00:00
411,246,2020-04-11 04:00:00
412,41,2020-04-11 04:00:00
413,137,2020-04-11 04:00:00
414,51,2020-04-11 04:00:00
415,163,2020-04-11 04:00:00
416,275,2020-04-11 04:00:00
417,104,2020-04-11 04:00:00
418,75,2020-04-11 04:00:00
501,136,2020-04-11 04:00:00
502,65,2020-04-11 04:00:00
503,180,2020-04-11 04:00:00
504,420,2020-04-11 04:00:00
505,22,2020-04-11 04:00:00
506,331,2020-04-11 04:00:00
601,402,2020-04-11 04:00:00
603,39,2020-04-11 04:00:00
606,158,2020-04-11 04:00:00
610,167,2020-04-11 04:00:00
611,23,2020-04-11 04:00:00
612,78,2020-04-11 04:00:00
614,5,2020-04-11 04:00:00
616,94,2020-04-11 04:00:00
617,123,2020-04-11 04:00:00
620,31,2020-04-11 04:00:00
621,50,2020-04-11 04:00:00
622,282,2020-04-11 04:00:00
623,47,2020-04-11 04:00:00
701,381,2020-04-11 04:00:00
702,256,2020-04-11 04:00:00
703,369,2020-04-11 04:00:00
704,331,2020-04-11 04:00:00
705,467,2020-04-11 04:00:00
706,873,2020-04-11 04:00:00
707,130,2020-04-11 04:00:00
708,49,2020-04-11 04:00:00
709,320,2020-04-11 04:00:00
801,240,2020-04-11 04:00:00
802,245,2020-04-11 04:00:00
803,134,2020-04-11 04:00:00
804,200,2020-04-11 04:00:00
900,1962,2020-04-11 04:00:00
101,14,2020-04-11 05:00:00
103,22,2020-04-11 05:00:00
104,21,2020-04-11 05:00:00
105,8,2020-04-11 05:00:00
106,34,2020-04-11 05:00:00
107,51,2020-04-11 05:00:00
108,17,2020-04-11 05:00:00
109,88,2020-04-11 05:00:00
201,81,2020-04-11 05:00:00
202,19,2020-04-11 05:00:00
203,5,2020-04-11 05:00:00
204,37,2020-04-11 05:00:00
205,46,2020-04-11 05:00:00
206,36,2020-04-11 05:00:00
207,45,2020-04-11 05:00:00
208,51,2020-04-11 05:00:00
209,41,2020-04-11 05:00:00
210,12,2020-04-11 05:00:00
301,32,2020-04-11 05:00:00
302,76,2020-04-11 05:00:00
303,22,2020-04-11 05:00:00
304,36,2020-04-11 05:00:00
305,252,2020-04-11 05:00:00
306,118,2020-04-11 05:00:00
307,68,2020-04-11 05:00:00
308,71,2020-04-11 05:00:00
309,7,2020-04-11 05:00:00
310,28,2020-04-11 05:00:00
311,32,2020-04-11 05:00:00
312,140,2020-04-11 05:00:00
313,129,2020-04-11 05:00:00
314,40,2020-04-11 05:00:00
315,140,2020-04-11 05:00:00
316,112,2020-04-11 05:00:00
317,149,2020-04-11 05:00:00
318,168,2020-04-11 05:00:00
319,241,2020-04-11 05:00:00
320,99,2020-04-11 05:00:00
321,135,2020-04-11 05:00:00
322,20,2020-04-11 05:00:00
323,54,2020-04-11 05:00:00
325,44,2020-04-11 05:00:00
401,291,2020-04-11 05:00:00
402,52,2020-04-11 05:00:00
403,57,2020-04-11 05:00:00
404,107,2020-04-11 05:00:00
405,48,2020-04-11 05:00:00
406,102,2020-04-11 05:00:00
407,61,2020-04-11 05:00:00
408,65,2020-04-11 05:00:00
409,38,2020-04-11 05:00:00
410,196,2020-04-11 05:00:00
411,246,2020-04-11 05:00:00
412,41,2020-04-11 05:00:00
413,137,2020-04-11 05:00:00
414,51,2020-04-11 05:00:00
415,163,2020-04-11 05:00:00
416,275,2020-04-11 05:00:00
417,104,2020-04-11 05:00:00
418,75,2020-04-11 05:00:00
501,136,2020-04-11 05:00:00
502,65,2020-04-11 05:00:00
503,180,2020-04-11 05:00:00
504,420,2020-04-11 05:00:00
505,22,2020-04-11 05:00:00
506,331,2020-04-11 05:00:00
601,402,2020-04-11 05:00:00
603,39,2020-04-11 05:00:00
606,158,2020-04-11 05:00:00
610,167,2020-04-11 05:00:00
611,23,2020-04-11 05:00:00
612,78,2020-04-11 05:00:00
614,5,2020-04-11 05:00:00
616,94,2020-04-11 05:00:00
617,123,2020-04-11 05:00:00
620,31,2020-04-11 05:00:00
621,50,2020-04-11 05:00:00
622,282,2020-04-11 05:00:00
623,47,2020-04-11 05:00:00
701,381,2020-04-11 05:00:00
702,256,2020-04-11 05:00:00
703,369,2020-04-11 05:00:00
704,331,2020-04-11 05:00:00
705,467,2020-04-11 05:00:00
706,873,2020-04-11 05:00:00
707,130,2020-04-11 05:00:00
708,49,2020-04-11 05:00:00
709,320,2020-04-11 05:00:00
801,240,2020-04-11 05:00:00
802,245,2020-04-11 05:00:00
803,134,2020-04-11 05:00:00
804,200,2020-04-11 05:00:00
900,1962,2020-04-11 05:00:00
101,14,2020-04-11 06:00:00
103,22,2020-04-11 06:00:00
104,21,2020-04-11 06:00:00
105,8,2020-04-11 06:00:00
106,34,2020-04-11 06:00:00
107,51,2020-04-11 06:00:00
108,17,2020-04-11 06:00:00
109,88,2020-04-11 06:00:00
201,81,2020-04-11 06:00:00
202,19,2020-04-11 06:00:00
203,5,2020-04-11 06:00:00
204,37,2020-04-11 06:00:00
205,46,2020-04-11 06:00:00
206,36,2020-04-11 06:00:00
207,45,2020-04-11 06:00:00
208,51,2020-04-11 06:00:00
209,41,2020-04-11 06:00:00
210,12,2020-04-11 06:00:00
301,32,2020-04-11 06:00:00
302,76,2020-04-11 06:00:00
303,22,2020-04-11 06:00:00
304,36,2020-04-11 06:00:00
305,252,2020-04-11 06:00:00
306,118,2020-04-11 06:00:00
307,68,2020-04-11 06:00:00
308,71,2020-04-11 06:00:00
309,7,2020-04-11 06:00:00
310,28,2020-04-11 06:00:00
311,32,2020-04-11 06:00:00
312,140,2020-04-11 06:00:00
313,129,2020-04-11 06:00:00
314,40,2020-04-11 06:00:00
315,140,2020-04-11 06:00:00
316,112,2020-04-11 06:00:00
317,149,2020-04-11 06:00:00
318,168,2020-04-11 06:00:00
319,241,2020-04-11 06:00:00
320,99,2020-04-11 06:00:00
321,135,2020-04-11 06:00:00
322,20,2020-04-11 06:00:00
323,54,2020-04-11 06:00:00
325,44,2020-04-11 06:00:00
401,291,2020-04-11 06:00:00
402,52,2020-04-11 06:00:00
403,57,2020-04-11 06:00:00
404,107,2020-04-11 06:00:00
405,48,2020-04-11 06:00:00
406,102,2020-04-11 06:00:00
407,61,2020-04-11 06:00:00
408,65,2020-04-11 06:00:00
409,38,2020-04-11 06:00:00
410,196,2020-04-11 06:00:00
411,246,2020-04-11 06:00:00
412,41,2020-04-11 06:00:00
413,137,2020-04-11 06:00:00
414,51,2020-04-11 06:00:00
415,163,2020-04-11 06:00:00
416,275,2020-04-11 06:00:00
417,104,2020-04-11 06:00:00
418,75,2020-04-11 06:00:00
501,136,2020-04-11 06:00:00
502,65,2020-04-11 06:00:00
503,180,2020-04-11 06:00:00
504,420,2020-04-11 06:00:00
505,22,2020-04-11 06:00:00
506,331,2020-04-11 06:00:00
601,402,2020-04-11 06:00:00
603,39,2020-04-11 06:00:00
606,158,2020-04-11 06:00:00
610,167,2020-04-11 06:00:00
611,23,2020-04-11 06:00:00
612,78,2020-04-11 06:00:00
614,5,2020-04-11 06:00:00
616,94,2020-04-11 06:00:00
617,123,2020-04-11 06:00:00
620,31,2020-04-11 06:00:00
621,50,2020-04-11 06:00:00
622,282,2020-04-11 06:00:00
623,47,2020-04-11 06:00:00
701,381,2020-04-11 06:00:00
702,256,2020-04-11 06:00:00
703,369,2020-04-11 06:00:00
704,331,2020-04-11 06:00:00
705,467,2020-04-11 06:00:00
706,873,2020-04-11 06:00:00
707,130,2020-04-11 06:00:00
708,49,2020-04-11 06:00:00
709,320,2020-04-11 06:00:00
801,240,2020-04-11 06:00:00
802,245,2020-04-11 06:00:00
803,134,2020-04-11 06:00:00
804,200,2020-04-11 06:00:00
900,1962,2020-04-11 06:00:00
101,14,2020-04-11 07:00:00
103,22,2020-04-11 07:00:00
104,21,2020-04-11 07:00:00
105,8,2020-04-11 07:00:00
106,34,2020-04-11 07:00:00
107,51,2020-04-11 07:00:00
108,17,2020-04-11 07:00:00
109,88,2020-04-11 07:00:00
201,81,2020-04-11 07:00:00
202,19,2020-04-11 07:00:00
203,5,2020-04-11 07:00:00
204,37,2020-04-11 07:00:00
205,46,2020-04-11 07:00:00
206,36,2020-04-11 07:00:00
207,45,2020-04-11 07:00:00
208,51,2020-04-11 07:00:00
209,41,2020-04-11 07:00:00
210,12,2020-04-11 07:00:00
301,32,2020-04-11 07:00:00
302,76,2020-04-11 07:00:00
303,22,2020-04-11 07:00:00
304,36,2020-04-11 07:00:00
305,252,2020-04-11 07:00:00
306,118,2020-04-11 07:00:00
307,68,2020-04-11 07:00:00
308,71,2020-04-11 07:00:00
309,7,2020-04-11 07:00:00
310,28,2020-04-11 07:00:00
311,32,2020-04-11 07:00:00
312,140,2020-04-11 07:00:00
313,129,2020-04-11 07:00:00
314,40,2020-04-11 07:00:00
315,140,2020-04-11 07:00:00
316,112,2020-04-11 07:00:00
317,149,2020-04-11 07:00:00
318,168,2020-04-11 07:00:00
319,241,2020-04-11 07:00:00
320,99,2020-04-11 07:00:00
321,135,2020-04-11 07:00:00
322,20,2020-04-11 07:00:00
323,54,2020-04-11 07:00:00
325,44,2020-04-11 07:00:00
401,291,2020-04-11 07:00:00
402,52,2020-04-11 07:00:00
403,57,2020-04-11 07:00:00
404,107,2020-04-11 07:00:00
405,48,2020-04-11 07:00:00
406,102,2020-04-11 07:00:00
407,61,2020-04-11 07:00:00
408,65,2020-04-11 07:00:00
409,38,2020-04-11 07:00:00
410,196,2020-04-11 07:00:00
411,246,2020-04-11 07:00:00
412,41,2020-04-11 07:00:00
413,137,2020-04-11 07:00:00
414,51,2020-04-11 07:00:00
415,163,2020-04-11 07:00:00
416,275,2020-04-11 07:00:00
417,104,2020-04-11 07:00:00
418,75,2020-04-11 07:00:00
501,136,2020-04-11 07:00:00
502,65,2020-04-11 07:00:00
503,180,2020-04-11 07:00:00
504,420,2020-04-11 07:00:00
505,22,2020-04-11 07:00:00
506,331,2020-04-11 07:00:00
601,402,2020-04-11 07:00:00
603,39,2020-04-11 07:00:00
606,158,2020-04-11 07:00:00
610,167,2020-04-11 07:00:00
611,23,2020-04-11 07:00:00
612,78,2020-04-11 07:00:00
614,5,2020-04-11 07:00:00
616,94,2020-04-11 07:00:00
617,123,2020-04-11 07:00:00
620,31,2020-04-11 07:00:00
621,50,2020-04-11 07:00:00
622,282,2020-04-11 07:00:00
623,47,2020-04-11 07:00:00
701,381,2020-04-11 07:00:00
702,256,2020-04-11 07:00:00
703,369,2020-04-11 07:00:00
704,331,2020-04-11 07:00:00
705,467,2020-04-11 07:00:00
706,873,2020-04-11 07:00:00
707,130,2020-04-11 07:00:00
708,49,2020-04-11 07:00:00
709,320,2020-04-11 07:00:00
801,240,2020-04-11 07:00:00
802,245,2020-04-11 07:00:00
803,134,2020-04-11 07:00:00
804,200,2020-04-11 07:00:00
900,1962,2020-04-11 07:00:00
101,14,2020-04-11 08:00:00
103,22,2020-04-11 08:00:00
104,21,2020-04-11 08:00:00
105,8,2020-04-11 08:00:00
106,34,2020-04-11 08:00:00
107,51,2020-04-11 08:00:00
108,17,2020-04-11 08:00:00
109,88,2020-04-11 08:00:00
201,81,2020-04-11 08:00:00
202,19,2020-04-11 08:00:00
203,5,2020-04-11 08:00:00
204,37,2020-04-11 08:00:00
205,46,2020-04-11 08:00:00
206,36,2020-04-11 08:00:00
207,45,2020-04-11 08:00:00
208,51,2020-04-11 08:00:00
209,41,2020-04-11 08:00:00
210,12,2020-04-11 08:00:00
301,32,2020-04-11 08:00:00
302,76,2020-04-11 08:00:00
303,22,2020-04-11 08:00:00
304,36,2020-04-11 08:00:00
305,252,2020-04-11 08:00:00
306,118,2020-04-11 08:00:00
307,68,2020-04-11 08:00:00
308,71,2020-04-11 08:00:00
309,7,2020-04-11 08:00:00
310,28,2020-04-11 08:00:00
311,32,2020-04-11 08:00:00
312,140,2020-04-11 08:00:00
313,129,2020-04-11 08:00:00
314,40,2020-04-11 08:00:00
315,140,2020-04-11 08:00:00
316,112,2020-04-11 08:00:00
317,149,2020-04-11 08:00:00
318,168,2020-04-11 08:00:00
319,241,2020-04-11 08:00:00
320,99,2020-04-11 08:00:00
321,135,2020-04-11 08:00:00
322,20,2020-04-11 08:00:00
323,54,2020-04-11 08:00:00
325,44,2020-04-11 08:00:00
401,291,2020-04-11 08:00:00
402,52,2020-04-11 08:00:00
403,57,2020-04-11 08:00:00
404,107,2020-04-11 08:00:00
405,48,2020-04-11 08:00:00
406,102,2020-04-11 08:00:00
407,61,2020-04-11 08:00:00
408,65,2020-04-11 08:00:00
409,38,2020-04-11 08:00:00
410,196,2020-04-11 08:00:00
411,246,2020-04-11 08:00:00
412,41,2020-04-11 08:00:00
413,137,2020-04-11 08:00:00
414,51,2020-04-11 08:00:00
415,163,2020-04-11 08:00:00
416,275,2020-04-11 08:00:00
417,104,2020-04-11 08:00:00
418,75,2020-04-11 08:00:00
501,136,2020-04-11 08:00:00
502,65,2020-04-11 08:00:00
503,180,2020-04-11 08:00:00
504,420,2020-04-11 08:00:00
505,22,2020-04-11 08:00:00
506,331,2020-04-11 08:00:00
601,402,2020-04-11 08:00:00
603,39,2020-04-11 08:00:00
606,158,2020-04-11 08:00:00
610,167,2020-04-11 08:00:00
611,23,2020-04-11 08:00:00
612,78,2020-04-11 08:00:00
614,5,2020-04-11 08:00:00
616,94,2020-04-11 08:00:00
617,123,2020-04-11 08:00:00
620,31,2020-04-11 08:00:00
621,50,2020-04-11 08:00:00
