"bkz";"freq";"date"
503;130;2020-03-30 01:00:00
504;323;2020-03-30 01:00:00
505;14;2020-03-30 01:00:00
506;228;2020-03-30 01:00:00
601;217;2020-03-30 01:00:00
603;22;2020-03-30 01:00:00
606;83;2020-03-30 01:00:00
610;116;2020-03-30 01:00:00
611;18;2020-03-30 01:00:00
612;54;2020-03-30 01:00:00
614;2;2020-03-30 01:00:00
616;66;2020-03-30 01:00:00
617;79;2020-03-30 01:00:00
620;23;2020-03-30 01:00:00
621;37;2020-03-30 01:00:00
622;176;2020-03-30 01:00:00
623;36;2020-03-30 01:00:00
701;287;2020-03-30 01:00:00
702;150;2020-03-30 01:00:00
703;229;2020-03-30 01:00:00
704;193;2020-03-30 01:00:00
705;265;2020-03-30 01:00:00
706;594;2020-03-30 01:00:00
707;62;2020-03-30 01:00:00
708;31;2020-03-30 01:00:00
709;191;2020-03-30 01:00:00
801;187;2020-03-30 01:00:00
802;149;2020-03-30 01:00:00
803;97;2020-03-30 01:00:00
804;168;2020-03-30 01:00:00
900;1103;2020-03-30 01:00:00
101;10;2020-03-30 02:00:00
103;12;2020-03-30 02:00:00
104;8;2020-03-30 02:00:00
105;7;2020-03-30 02:00:00
106;22;2020-03-30 02:00:00
107;41;2020-03-30 02:00:00
108;13;2020-03-30 02:00:00
109;58;2020-03-30 02:00:00
201;48;2020-03-30 02:00:00
202;13;2020-03-30 02:00:00
203;1;2020-03-30 02:00:00
204;32;2020-03-30 02:00:00
205;32;2020-03-30 02:00:00
206;16;2020-03-30 02:00:00
207;29;2020-03-30 02:00:00
208;40;2020-03-30 02:00:00
209;26;2020-03-30 02:00:00
210;8;2020-03-30 02:00:00
301;20;2020-03-30 02:00:00
302;48;2020-03-30 02:00:00
303;15;2020-03-30 02:00:00
304;20;2020-03-30 02:00:00
305;160;2020-03-30 02:00:00
306;76;2020-03-30 02:00:00
307;37;2020-03-30 02:00:00
308;43;2020-03-30 02:00:00
309;6;2020-03-30 02:00:00
310;14;2020-03-30 02:00:00
311;9;2020-03-30 02:00:00
312;105;2020-03-30 02:00:00
313;88;2020-03-30 02:00:00
314;22;2020-03-30 02:00:00
315;79;2020-03-30 02:00:00
316;76;2020-03-30 02:00:00
317;102;2020-03-30 02:00:00
318;108;2020-03-30 02:00:00
319;137;2020-03-30 02:00:00
320;61;2020-03-30 02:00:00
321;101;2020-03-30 02:00:00
322;12;2020-03-30 02:00:00
323;21;2020-03-30 02:00:00
325;19;2020-03-30 02:00:00
401;196;2020-03-30 02:00:00
402;23;2020-03-30 02:00:00
403;51;2020-03-30 02:00:00
404;44;2020-03-30 02:00:00
405;26;2020-03-30 02:00:00
406;79;2020-03-30 02:00:00
407;51;2020-03-30 02:00:00
408;39;2020-03-30 02:00:00
409;32;2020-03-30 02:00:00
410;132;2020-03-30 02:00:00
411;212;2020-03-30 02:00:00
412;21;2020-03-30 02:00:00
413;103;2020-03-30 02:00:00
414;42;2020-03-30 02:00:00
415;107;2020-03-30 02:00:00
416;206;2020-03-30 02:00:00
417;82;2020-03-30 02:00:00
418;63;2020-03-30 02:00:00
501;105;2020-03-30 02:00:00
502;49;2020-03-30 02:00:00
503;130;2020-03-30 02:00:00
504;323;2020-03-30 02:00:00
505;14;2020-03-30 02:00:00
506;228;2020-03-30 02:00:00
601;217;2020-03-30 02:00:00
603;22;2020-03-30 02:00:00
606;83;2020-03-30 02:00:00
610;116;2020-03-30 02:00:00
611;18;2020-03-30 02:00:00
612;54;2020-03-30 02:00:00
614;2;2020-03-30 02:00:00
616;66;2020-03-30 02:00:00
617;79;2020-03-30 02:00:00
620;23;2020-03-30 02:00:00
621;37;2020-03-30 02:00:00
622;176;2020-03-30 02:00:00
623;36;2020-03-30 02:00:00
701;287;2020-03-30 02:00:00
702;150;2020-03-30 02:00:00
703;229;2020-03-30 02:00:00
704;193;2020-03-30 02:00:00
705;265;2020-03-30 02:00:00
706;594;2020-03-30 02:00:00
707;62;2020-03-30 02:00:00
708;31;2020-03-30 02:00:00
709;191;2020-03-30 02:00:00
801;187;2020-03-30 02:00:00
802;149;2020-03-30 02:00:00
803;97;2020-03-30 02:00:00
804;168;2020-03-30 02:00:00
900;1103;2020-03-30 02:00:00
101;10;2020-03-30 03:00:00
103;12;2020-03-30 03:00:00
104;8;2020-03-30 03:00:00
105;7;2020-03-30 03:00:00
106;22;2020-03-30 03:00:00
107;41;2020-03-30 03:00:00
108;13;2020-03-30 03:00:00
109;58;2020-03-30 03:00:00
201;48;2020-03-30 03:00:00
202;13;2020-03-30 03:00:00
203;1;2020-03-30 03:00:00
204;32;2020-03-30 03:00:00
205;32;2020-03-30 03:00:00
206;16;2020-03-30 03:00:00
207;29;2020-03-30 03:00:00
208;40;2020-03-30 03:00:00
209;26;2020-03-30 03:00:00
210;8;2020-03-30 03:00:00
301;20;2020-03-30 03:00:00
302;48;2020-03-30 03:00:00
303;15;2020-03-30 03:00:00
304;20;2020-03-30 03:00:00
305;160;2020-03-30 03:00:00
306;76;2020-03-30 03:00:00
307;37;2020-03-30 03:00:00
308;43;2020-03-30 03:00:00
309;6;2020-03-30 03:00:00
310;14;2020-03-30 03:00:00
311;9;2020-03-30 03:00:00
312;105;2020-03-30 03:00:00
313;88;2020-03-30 03:00:00
314;22;2020-03-30 03:00:00
315;79;2020-03-30 03:00:00
316;76;2020-03-30 03:00:00
317;102;2020-03-30 03:00:00
318;108;2020-03-30 03:00:00
319;137;2020-03-30 03:00:00
320;61;2020-03-30 03:00:00
321;101;2020-03-30 03:00:00
322;12;2020-03-30 03:00:00
323;21;2020-03-30 03:00:00
325;19;2020-03-30 03:00:00
401;196;2020-03-30 03:00:00
402;23;2020-03-30 03:00:00
403;51;2020-03-30 03:00:00
404;44;2020-03-30 03:00:00
405;26;2020-03-30 03:00:00
406;79;2020-03-30 03:00:00
407;51;2020-03-30 03:00:00
408;39;2020-03-30 03:00:00
409;32;2020-03-30 03:00:00
410;132;2020-03-30 03:00:00
411;212;2020-03-30 03:00:00
412;21;2020-03-30 03:00:00
413;103;2020-03-30 03:00:00
414;42;2020-03-30 03:00:00
415;107;2020-03-30 03:00:00
416;206;2020-03-30 03:00:00
417;82;2020-03-30 03:00:00
418;63;2020-03-30 03:00:00
501;105;2020-03-30 03:00:00
502;49;2020-03-30 03:00:00
503;130;2020-03-30 03:00:00
504;323;2020-03-30 03:00:00
505;14;2020-03-30 03:00:00
506;228;2020-03-30 03:00:00
601;217;2020-03-30 03:00:00
603;22;2020-03-30 03:00:00
606;83;2020-03-30 03:00:00
610;116;2020-03-30 03:00:00
611;18;2020-03-30 03:00:00
612;54;2020-03-30 03:00:00
614;2;2020-03-30 03:00:00
616;66;2020-03-30 03:00:00
617;79;2020-03-30 03:00:00
620;23;2020-03-30 03:00:00
621;37;2020-03-30 03:00:00
622;176;2020-03-30 03:00:00
623;36;2020-03-30 03:00:00
701;287;2020-03-30 03:00:00
702;150;2020-03-30 03:00:00
703;229;2020-03-30 03:00:00
704;193;2020-03-30 03:00:00
705;265;2020-03-30 03:00:00
706;594;2020-03-30 03:00:00
707;62;2020-03-30 03:00:00
708;31;2020-03-30 03:00:00
709;191;2020-03-30 03:00:00
801;187;2020-03-30 03:00:00
802;149;2020-03-30 03:00:00
803;97;2020-03-30 03:00:00
804;168;2020-03-30 03:00:00
900;1103;2020-03-30 03:00:00
101;10;2020-03-30 04:00:00
103;12;2020-03-30 04:00:00
104;8;2020-03-30 04:00:00
105;7;2020-03-30 04:00:00
106;22;2020-03-30 04:00:00
107;41;2020-03-30 04:00:00
108;13;2020-03-30 04:00:00
109;58;2020-03-30 04:00:00
201;48;2020-03-30 04:00:00
202;13;2020-03-30 04:00:00
203;1;2020-03-30 04:00:00
204;32;2020-03-30 04:00:00
205;32;2020-03-30 04:00:00
206;16;2020-03-30 04:00:00
207;29;2020-03-30 04:00:00
208;40;2020-03-30 04:00:00
209;26;2020-03-30 04:00:00
210;8;2020-03-30 04:00:00
301;20;2020-03-30 04:00:00
302;48;2020-03-30 04:00:00
303;15;2020-03-30 04:00:00
304;20;2020-03-30 04:00:00
305;160;2020-03-30 04:00:00
306;76;2020-03-30 04:00:00
307;37;2020-03-30 04:00:00
308;43;2020-03-30 04:00:00
309;6;2020-03-30 04:00:00
310;14;2020-03-30 04:00:00
311;9;2020-03-30 04:00:00
312;105;2020-03-30 04:00:00
313;88;2020-03-30 04:00:00
314;22;2020-03-30 04:00:00
315;79;2020-03-30 04:00:00
316;76;2020-03-30 04:00:00
317;102;2020-03-30 04:00:00
318;108;2020-03-30 04:00:00
319;137;2020-03-30 04:00:00
320;61;2020-03-30 04:00:00
321;101;2020-03-30 04:00:00
322;12;2020-03-30 04:00:00
323;21;2020-03-30 04:00:00
325;19;2020-03-30 04:00:00
401;196;2020-03-30 04:00:00
402;23;2020-03-30 04:00:00
403;51;2020-03-30 04:00:00
404;44;2020-03-30 04:00:00
405;26;2020-03-30 04:00:00
406;79;2020-03-30 04:00:00
407;51;2020-03-30 04:00:00
408;39;2020-03-30 04:00:00
409;32;2020-03-30 04:00:00
410;132;2020-03-30 04:00:00
411;212;2020-03-30 04:00:00
412;21;2020-03-30 04:00:00
413;103;2020-03-30 04:00:00
414;42;2020-03-30 04:00:00
415;107;2020-03-30 04:00:00
416;206;2020-03-30 04:00:00
417;82;2020-03-30 04:00:00
418;63;2020-03-30 04:00:00
501;105;2020-03-30 04:00:00
502;49;2020-03-30 04:00:00
503;130;2020-03-30 04:00:00
504;323;2020-03-30 04:00:00
505;14;2020-03-30 04:00:00
506;228;2020-03-30 04:00:00
601;217;2020-03-30 04:00:00
603;22;2020-03-30 04:00:00
606;83;2020-03-30 04:00:00
610;116;2020-03-30 04:00:00
611;18;2020-03-30 04:00:00
612;54;2020-03-30 04:00:00
614;2;2020-03-30 04:00:00
616;66;2020-03-30 04:00:00
617;79;2020-03-30 04:00:00
620;23;2020-03-30 04:00:00
621;37;2020-03-30 04:00:00
622;176;2020-03-30 04:00:00
623;36;2020-03-30 04:00:00
701;287;2020-03-30 04:00:00
702;150;2020-03-30 04:00:00
703;229;2020-03-30 04:00:00
704;193;2020-03-30 04:00:00
705;265;2020-03-30 04:00:00
706;594;2020-03-30 04:00:00
707;62;2020-03-30 04:00:00
708;31;2020-03-30 04:00:00
709;191;2020-03-30 04:00:00
801;187;2020-03-30 04:00:00
802;149;2020-03-30 04:00:00
803;97;2020-03-30 04:00:00
804;168;2020-03-30 04:00:00
900;1103;2020-03-30 04:00:00
101;10;2020-03-30 05:00:00
103;12;2020-03-30 05:00:00
104;8;2020-03-30 05:00:00
105;7;2020-03-30 05:00:00
106;22;2020-03-30 05:00:00
107;41;2020-03-30 05:00:00
108;13;2020-03-30 05:00:00
109;58;2020-03-30 05:00:00
201;48;2020-03-30 05:00:00
202;13;2020-03-30 05:00:00
203;1;2020-03-30 05:00:00
204;32;2020-03-30 05:00:00
205;32;2020-03-30 05:00:00
206;16;2020-03-30 05:00:00
207;29;2020-03-30 05:00:00
208;40;2020-03-30 05:00:00
209;26;2020-03-30 05:00:00
210;8;2020-03-30 05:00:00
301;20;2020-03-30 05:00:00
302;48;2020-03-30 05:00:00
303;15;2020-03-30 05:00:00
304;20;2020-03-30 05:00:00
305;160;2020-03-30 05:00:00
306;76;2020-03-30 05:00:00
307;37;2020-03-30 05:00:00
308;43;2020-03-30 05:00:00
309;6;2020-03-30 05:00:00
310;14;2020-03-30 05:00:00
311;9;2020-03-30 05:00:00
312;105;2020-03-30 05:00:00
313;88;2020-03-30 05:00:00
314;22;2020-03-30 05:00:00
315;79;2020-03-30 05:00:00
316;76;2020-03-30 05:00:00
317;102;2020-03-30 05:00:00
318;108;2020-03-30 05:00:00
319;137;2020-03-30 05:00:00
320;61;2020-03-30 05:00:00
321;101;2020-03-30 05:00:00
322;12;2020-03-30 05:00:00
323;21;2020-03-30 05:00:00
325;19;2020-03-30 05:00:00
401;196;2020-03-30 05:00:00
402;23;2020-03-30 05:00:00
403;51;2020-03-30 05:00:00
404;44;2020-03-30 05:00:00
405;26;2020-03-30 05:00:00
406;79;2020-03-30 05:00:00
407;51;2020-03-30 05:00:00
408;39;2020-03-30 05:00:00
409;32;2020-03-30 05:00:00
410;132;2020-03-30 05:00:00
411;212;2020-03-30 05:00:00
412;21;2020-03-30 05:00:00
413;103;2020-03-30 05:00:00
414;42;2020-03-30 05:00:00
415;107;2020-03-30 05:00:00
416;206;2020-03-30 05:00:00
417;82;2020-03-30 05:00:00
418;63;2020-03-30 05:00:00
501;105;2020-03-30 05:00:00
502;49;2020-03-30 05:00:00
503;130;2020-03-30 05:00:00
504;323;2020-03-30 05:00:00
505;14;2020-03-30 05:00:00
506;228;2020-03-30 05:00:00
601;217;2020-03-30 05:00:00
603;22;2020-03-30 05:00:00
606;83;2020-03-30 05:00:00
610;116;2020-03-30 05:00:00
611;18;2020-03-30 05:00:00
612;54;2020-03-30 05:00:00
614;2;2020-03-30 05:00:00
616;66;2020-03-30 05:00:00
617;79;2020-03-30 05:00:00
620;23;2020-03-30 05:00:00
621;37;2020-03-30 05:00:00
622;176;2020-03-30 05:00:00
623;36;2020-03-30 05:00:00
701;287;2020-03-30 05:00:00
702;150;2020-03-30 05:00:00
703;229;2020-03-30 05:00:00
704;193;2020-03-30 05:00:00
705;265;2020-03-30 05:00:00
706;594;2020-03-30 05:00:00
707;62;2020-03-30 05:00:00
708;31;2020-03-30 05:00:00
709;191;2020-03-30 05:00:00
801;187;2020-03-30 05:00:00
802;149;2020-03-30 05:00:00
803;97;2020-03-30 05:00:00
804;168;2020-03-30 05:00:00
900;1103;2020-03-30 05:00:00
101;10;2020-03-30 06:00:00
103;12;2020-03-30 06:00:00
104;8;2020-03-30 06:00:00
105;7;2020-03-30 06:00:00
106;22;2020-03-30 06:00:00
107;41;2020-03-30 06:00:00
108;13;2020-03-30 06:00:00
109;58;2020-03-30 06:00:00
201;48;2020-03-30 06:00:00
202;13;2020-03-30 06:00:00
203;1;2020-03-30 06:00:00
204;32;2020-03-30 06:00:00
205;32;2020-03-30 06:00:00
206;16;2020-03-30 06:00:00
207;29;2020-03-30 06:00:00
208;40;2020-03-30 06:00:00
209;26;2020-03-30 06:00:00
210;8;2020-03-30 06:00:00
301;20;2020-03-30 06:00:00
302;48;2020-03-30 06:00:00
303;15;2020-03-30 06:00:00
304;20;2020-03-30 06:00:00
305;160;2020-03-30 06:00:00
306;76;2020-03-30 06:00:00
307;37;2020-03-30 06:00:00
308;43;2020-03-30 06:00:00
309;6;2020-03-30 06:00:00
310;14;2020-03-30 06:00:00
311;9;2020-03-30 06:00:00
312;105;2020-03-30 06:00:00
313;88;2020-03-30 06:00:00
314;22;2020-03-30 06:00:00
315;79;2020-03-30 06:00:00
316;76;2020-03-30 06:00:00
317;102;2020-03-30 06:00:00
318;108;2020-03-30 06:00:00
319;137;2020-03-30 06:00:00
320;61;2020-03-30 06:00:00
321;101;2020-03-30 06:00:00
322;12;2020-03-30 06:00:00
323;21;2020-03-30 06:00:00
325;19;2020-03-30 06:00:00
401;196;2020-03-30 06:00:00
402;23;2020-03-30 06:00:00
403;51;2020-03-30 06:00:00
404;44;2020-03-30 06:00:00
405;26;2020-03-30 06:00:00
406;79;2020-03-30 06:00:00
407;51;2020-03-30 06:00:00
408;39;2020-03-30 06:00:00
409;32;2020-03-30 06:00:00
410;132;2020-03-30 06:00:00
411;212;2020-03-30 06:00:00
412;21;2020-03-30 06:00:00
413;103;2020-03-30 06:00:00
414;42;2020-03-30 06:00:00
415;107;2020-03-30 06:00:00
416;206;2020-03-30 06:00:00
417;82;2020-03-30 06:00:00
418;63;2020-03-30 06:00:00
501;105;2020-03-30 06:00:00
502;49;2020-03-30 06:00:00
503;130;2020-03-30 06:00:00
504;323;2020-03-30 06:00:00
505;14;2020-03-30 06:00:00
506;228;2020-03-30 06:00:00
601;217;2020-03-30 06:00:00
603;22;2020-03-30 06:00:00
606;83;2020-03-30 06:00:00
610;116;2020-03-30 06:00:00
611;18;2020-03-30 06:00:00
612;54;2020-03-30 06:00:00
614;2;2020-03-30 06:00:00
616;66;2020-03-30 06:00:00
617;79;2020-03-30 06:00:00
620;23;2020-03-30 06:00:00
621;37;2020-03-30 06:00:00
622;176;2020-03-30 06:00:00
623;36;2020-03-30 06:00:00
701;287;2020-03-30 06:00:00
702;150;2020-03-30 06:00:00
703;229;2020-03-30 06:00:00
704;193;2020-03-30 06:00:00
705;265;2020-03-30 06:00:00
706;594;2020-03-30 06:00:00
707;62;2020-03-30 06:00:00
708;31;2020-03-30 06:00:00
709;191;2020-03-30 06:00:00
801;187;2020-03-30 06:00:00
802;149;2020-03-30 06:00:00
803;97;2020-03-30 06:00:00
804;168;2020-03-30 06:00:00
900;1103;2020-03-30 06:00:00
101;10;2020-03-30 07:00:00
103;12;2020-03-30 07:00:00
104;8;2020-03-30 07:00:00
105;7;2020-03-30 07:00:00
106;22;2020-03-30 07:00:00
107;41;2020-03-30 07:00:00
108;13;2020-03-30 07:00:00
109;58;2020-03-30 07:00:00
201;48;2020-03-30 07:00:00
202;13;2020-03-30 07:00:00
203;1;2020-03-30 07:00:00
204;32;2020-03-30 07:00:00
205;32;2020-03-30 07:00:00
206;16;2020-03-30 07:00:00
207;29;2020-03-30 07:00:00
208;40;2020-03-30 07:00:00
209;26;2020-03-30 07:00:00
210;8;2020-03-30 07:00:00
301;20;2020-03-30 07:00:00
302;48;2020-03-30 07:00:00
303;15;2020-03-30 07:00:00
304;20;2020-03-30 07:00:00
305;160;2020-03-30 07:00:00
306;76;2020-03-30 07:00:00
307;37;2020-03-30 07:00:00
308;43;2020-03-30 07:00:00
309;6;2020-03-30 07:00:00
310;14;2020-03-30 07:00:00
311;9;2020-03-30 07:00:00
312;105;2020-03-30 07:00:00
313;88;2020-03-30 07:00:00
314;22;2020-03-30 07:00:00
315;79;2020-03-30 07:00:00
316;76;2020-03-30 07:00:00
317;102;2020-03-30 07:00:00
318;108;2020-03-30 07:00:00
319;137;2020-03-30 07:00:00
320;61;2020-03-30 07:00:00
321;101;2020-03-30 07:00:00
322;12;2020-03-30 07:00:00
323;21;2020-03-30 07:00:00
325;19;2020-03-30 07:00:00
401;196;2020-03-30 07:00:00
402;23;2020-03-30 07:00:00
403;51;2020-03-30 07:00:00
404;44;2020-03-30 07:00:00
405;26;2020-03-30 07:00:00
406;79;2020-03-30 07:00:00
407;51;2020-03-30 07:00:00
408;39;2020-03-30 07:00:00
409;32;2020-03-30 07:00:00
410;132;2020-03-30 07:00:00
411;212;2020-03-30 07:00:00
412;21;2020-03-30 07:00:00
413;103;2020-03-30 07:00:00
414;42;2020-03-30 07:00:00
415;107;2020-03-30 07:00:00
416;206;2020-03-30 07:00:00
417;82;2020-03-30 07:00:00
418;63;2020-03-30 07:00:00
501;105;2020-03-30 07:00:00
502;49;2020-03-30 07:00:00
503;130;2020-03-30 07:00:00
504;323;2020-03-30 07:00:00
505;14;2020-03-30 07:00:00
506;228;2020-03-30 07:00:00
601;217;2020-03-30 07:00:00
603;22;2020-03-30 07:00:00
606;83;2020-03-30 07:00:00
610;116;2020-03-30 07:00:00
611;18;2020-03-30 07:00:00
612;54;2020-03-30 07:00:00
614;2;2020-03-30 07:00:00
616;66;2020-03-30 07:00:00
617;79;2020-03-30 07:00:00
620;23;2020-03-30 07:00:00
621;37;2020-03-30 07:00:00
622;176;2020-03-30 07:00:00
623;36;2020-03-30 07:00:00
701;287;2020-03-30 07:00:00
702;150;2020-03-30 07:00:00
703;229;2020-03-30 07:00:00
704;193;2020-03-30 07:00:00
705;265;2020-03-30 07:00:00
706;594;2020-03-30 07:00:00
707;62;2020-03-30 07:00:00
708;31;2020-03-30 07:00:00
709;191;2020-03-30 07:00:00
801;187;2020-03-30 07:00:00
802;149;2020-03-30 07:00:00
803;97;2020-03-30 07:00:00
804;168;2020-03-30 07:00:00
900;1103;2020-03-30 07:00:00
101;10;2020-03-30 08:00:00
103;12;2020-03-30 08:00:00
104;8;2020-03-30 08:00:00
105;7;2020-03-30 08:00:00
106;22;2020-03-30 08:00:00
107;41;2020-03-30 08:00:00
108;13;2020-03-30 08:00:00
109;58;2020-03-30 08:00:00
201;48;2020-03-30 08:00:00
202;13;2020-03-30 08:00:00
203;1;2020-03-30 08:00:00
204;32;2020-03-30 08:00:00
205;32;2020-03-30 08:00:00
206;16;2020-03-30 08:00:00
207;29;2020-03-30 08:00:00
208;41;2020-03-30 08:00:00
209;26;2020-03-30 08:00:00
210;8;2020-03-30 08:00:00
301;20;2020-03-30 08:00:00
302;49;2020-03-30 08:00:00
303;15;2020-03-30 08:00:00
304;20;2020-03-30 08:00:00
305;160;2020-03-30 08:00:00
306;76;2020-03-30 08:00:00
307;38;2020-03-30 08:00:00
308;43;2020-03-30 08:00:00
309;6;2020-03-30 08:00:00
310;14;2020-03-30 08:00:00
311;9;2020-03-30 08:00:00
312;105;2020-03-30 08:00:00
313;88;2020-03-30 08:00:00
314;22;2020-03-30 08:00:00
315;79;2020-03-30 08:00:00
316;76;2020-03-30 08:00:00
317;102;2020-03-30 08:00:00
318;111;2020-03-30 08:00:00
319;139;2020-03-30 08:00:00
320;61;2020-03-30 08:00:00
321;101;2020-03-30 08:00:00
322;12;2020-03-30 08:00:00
323;21;2020-03-30 08:00:00
325;19;2020-03-30 08:00:00
401;196;2020-03-30 08:00:00
402;23;2020-03-30 08:00:00
403;51;2020-03-30 08:00:00
404;44;2020-03-30 08:00:00
405;26;2020-03-30 08:00:00
406;79;2020-03-30 08:00:00
407;51;2020-03-30 08:00:00
408;39;2020-03-30 08:00:00
409;32;2020-03-30 08:00:00
410;132;2020-03-30 08:00:00
411;212;2020-03-30 08:00:00
412;21;2020-03-30 08:00:00
413;103;2020-03-30 08:00:00
414;42;2020-03-30 08:00:00
415;107;2020-03-30 08:00:00
416;206;2020-03-30 08:00:00
417;82;2020-03-30 08:00:00
418;63;2020-03-30 08:00:00
501;105;2020-03-30 08:00:00
502;49;2020-03-30 08:00:00
503;130;2020-03-30 08:00:00
504;323;2020-03-30 08:00:00
505;14;2020-03-30 08:00:00
506;228;2020-03-30 08:00:00
601;217;2020-03-30 08:00:00
603;22;2020-03-30 08:00:00
606;83;2020-03-30 08:00:00
610;116;2020-03-30 08:00:00
611;18;2020-03-30 08:00:00
612;54;2020-03-30 08:00:00
614;2;2020-03-30 08:00:00
616;66;2020-03-30 08:00:00
617;79;2020-03-30 08:00:00
620;23;2020-03-30 08:00:00
621;37;2020-03-30 08:00:00
