"geschlecht";"freq";"date"
"männlich";51;2020-04-06 00:00:00
"weiblich";49;2020-04-06 00:00:00
"männlich";51;2020-04-06 01:00:00
"weiblich";49;2020-04-06 01:00:00
"männlich";51;2020-04-06 02:00:00
"weiblich";49;2020-04-06 02:00:00
"männlich";51;2020-04-06 03:00:00
"weiblich";49;2020-04-06 03:00:00
"männlich";51;2020-04-06 04:00:00
"weiblich";49;2020-04-06 04:00:00
"männlich";51;2020-04-06 05:00:00
"weiblich";49;2020-04-06 05:00:00
"männlich";51;2020-04-06 06:00:00
"weiblich";49;2020-04-06 06:00:00
"männlich";51;2020-04-06 07:00:00
"weiblich";49;2020-04-06 07:00:00
"männlich";51;2020-04-06 08:00:00
"weiblich";49;2020-04-06 08:00:00
"männlich";51;2020-04-06 09:00:00
"weiblich";49;2020-04-06 09:00:00
"männlich";51;2020-04-06 10:00:00
"weiblich";49;2020-04-06 10:00:00
