"bkz","freq","date"
610,87,2020-03-27 03:00:00
611,16,2020-03-27 03:00:00
612,47,2020-03-27 03:00:00
614,1,2020-03-27 03:00:00
616,44,2020-03-27 03:00:00
617,69,2020-03-27 03:00:00
620,19,2020-03-27 03:00:00
621,25,2020-03-27 03:00:00
622,145,2020-03-27 03:00:00
623,31,2020-03-27 03:00:00
701,278,2020-03-27 03:00:00
702,128,2020-03-27 03:00:00
703,202,2020-03-27 03:00:00
704,150,2020-03-27 03:00:00
705,182,2020-03-27 03:00:00
706,503,2020-03-27 03:00:00
707,62,2020-03-27 03:00:00
708,26,2020-03-27 03:00:00
709,134,2020-03-27 03:00:00
801,140,2020-03-27 03:00:00
802,115,2020-03-27 03:00:00
803,75,2020-03-27 03:00:00
804,137,2020-03-27 03:00:00
900,914,2020-03-27 03:00:00
101,8,2020-03-27 04:00:00
103,11,2020-03-27 04:00:00
104,3,2020-03-27 04:00:00
105,5,2020-03-27 04:00:00
106,14,2020-03-27 04:00:00
107,27,2020-03-27 04:00:00
108,9,2020-03-27 04:00:00
109,40,2020-03-27 04:00:00
201,39,2020-03-27 04:00:00
202,13,2020-03-27 04:00:00
203,3,2020-03-27 04:00:00
204,23,2020-03-27 04:00:00
205,17,2020-03-27 04:00:00
206,16,2020-03-27 04:00:00
207,22,2020-03-27 04:00:00
208,34,2020-03-27 04:00:00
209,15,2020-03-27 04:00:00
210,6,2020-03-27 04:00:00
301,10,2020-03-27 04:00:00
302,29,2020-03-27 04:00:00
303,11,2020-03-27 04:00:00
304,17,2020-03-27 04:00:00
305,122,2020-03-27 04:00:00
306,55,2020-03-27 04:00:00
307,28,2020-03-27 04:00:00
308,35,2020-03-27 04:00:00
309,4,2020-03-27 04:00:00
310,6,2020-03-27 04:00:00
311,5,2020-03-27 04:00:00
312,87,2020-03-27 04:00:00
313,67,2020-03-27 04:00:00
314,15,2020-03-27 04:00:00
315,51,2020-03-27 04:00:00
316,55,2020-03-27 04:00:00
317,83,2020-03-27 04:00:00
318,90,2020-03-27 04:00:00
319,84,2020-03-27 04:00:00
320,18,2020-03-27 04:00:00
321,82,2020-03-27 04:00:00
322,5,2020-03-27 04:00:00
323,13,2020-03-27 04:00:00
325,14,2020-03-27 04:00:00
401,151,2020-03-27 04:00:00
402,12,2020-03-27 04:00:00
403,42,2020-03-27 04:00:00
404,31,2020-03-27 04:00:00
405,22,2020-03-27 04:00:00
406,60,2020-03-27 04:00:00
407,33,2020-03-27 04:00:00
408,22,2020-03-27 04:00:00
409,27,2020-03-27 04:00:00
410,106,2020-03-27 04:00:00
411,161,2020-03-27 04:00:00
412,21,2020-03-27 04:00:00
413,81,2020-03-27 04:00:00
414,32,2020-03-27 04:00:00
415,67,2020-03-27 04:00:00
416,152,2020-03-27 04:00:00
417,76,2020-03-27 04:00:00
418,53,2020-03-27 04:00:00
501,88,2020-03-27 04:00:00
502,38,2020-03-27 04:00:00
503,98,2020-03-27 04:00:00
504,262,2020-03-27 04:00:00
505,12,2020-03-27 04:00:00
506,182,2020-03-27 04:00:00
601,174,2020-03-27 04:00:00
603,13,2020-03-27 04:00:00
606,72,2020-03-27 04:00:00
610,87,2020-03-27 04:00:00
611,16,2020-03-27 04:00:00
612,47,2020-03-27 04:00:00
614,1,2020-03-27 04:00:00
616,44,2020-03-27 04:00:00
617,69,2020-03-27 04:00:00
620,19,2020-03-27 04:00:00
621,25,2020-03-27 04:00:00
622,145,2020-03-27 04:00:00
623,31,2020-03-27 04:00:00
701,278,2020-03-27 04:00:00
702,128,2020-03-27 04:00:00
703,202,2020-03-27 04:00:00
704,150,2020-03-27 04:00:00
705,182,2020-03-27 04:00:00
706,503,2020-03-27 04:00:00
707,62,2020-03-27 04:00:00
708,26,2020-03-27 04:00:00
709,134,2020-03-27 04:00:00
801,140,2020-03-27 04:00:00
802,115,2020-03-27 04:00:00
803,75,2020-03-27 04:00:00
804,137,2020-03-27 04:00:00
900,914,2020-03-27 04:00:00
101,8,2020-03-27 05:00:00
103,11,2020-03-27 05:00:00
104,3,2020-03-27 05:00:00
105,5,2020-03-27 05:00:00
106,14,2020-03-27 05:00:00
107,27,2020-03-27 05:00:00
108,9,2020-03-27 05:00:00
109,40,2020-03-27 05:00:00
201,39,2020-03-27 05:00:00
202,13,2020-03-27 05:00:00
203,3,2020-03-27 05:00:00
204,23,2020-03-27 05:00:00
205,17,2020-03-27 05:00:00
206,16,2020-03-27 05:00:00
207,22,2020-03-27 05:00:00
208,34,2020-03-27 05:00:00
209,15,2020-03-27 05:00:00
210,6,2020-03-27 05:00:00
301,10,2020-03-27 05:00:00
302,29,2020-03-27 05:00:00
303,11,2020-03-27 05:00:00
304,17,2020-03-27 05:00:00
305,122,2020-03-27 05:00:00
306,55,2020-03-27 05:00:00
307,28,2020-03-27 05:00:00
308,35,2020-03-27 05:00:00
309,4,2020-03-27 05:00:00
310,6,2020-03-27 05:00:00
311,5,2020-03-27 05:00:00
312,87,2020-03-27 05:00:00
313,67,2020-03-27 05:00:00
314,15,2020-03-27 05:00:00
315,51,2020-03-27 05:00:00
316,55,2020-03-27 05:00:00
317,83,2020-03-27 05:00:00
318,90,2020-03-27 05:00:00
319,84,2020-03-27 05:00:00
320,18,2020-03-27 05:00:00
321,82,2020-03-27 05:00:00
322,5,2020-03-27 05:00:00
323,13,2020-03-27 05:00:00
325,14,2020-03-27 05:00:00
401,151,2020-03-27 05:00:00
402,12,2020-03-27 05:00:00
403,42,2020-03-27 05:00:00
404,31,2020-03-27 05:00:00
405,22,2020-03-27 05:00:00
406,60,2020-03-27 05:00:00
407,33,2020-03-27 05:00:00
408,22,2020-03-27 05:00:00
409,27,2020-03-27 05:00:00
410,106,2020-03-27 05:00:00
411,161,2020-03-27 05:00:00
412,21,2020-03-27 05:00:00
413,81,2020-03-27 05:00:00
414,32,2020-03-27 05:00:00
415,67,2020-03-27 05:00:00
416,152,2020-03-27 05:00:00
417,76,2020-03-27 05:00:00
418,53,2020-03-27 05:00:00
501,88,2020-03-27 05:00:00
502,38,2020-03-27 05:00:00
503,98,2020-03-27 05:00:00
504,262,2020-03-27 05:00:00
505,12,2020-03-27 05:00:00
506,182,2020-03-27 05:00:00
601,174,2020-03-27 05:00:00
603,13,2020-03-27 05:00:00
606,72,2020-03-27 05:00:00
610,87,2020-03-27 05:00:00
611,16,2020-03-27 05:00:00
612,47,2020-03-27 05:00:00
614,1,2020-03-27 05:00:00
616,44,2020-03-27 05:00:00
617,69,2020-03-27 05:00:00
620,19,2020-03-27 05:00:00
621,25,2020-03-27 05:00:00
622,145,2020-03-27 05:00:00
623,31,2020-03-27 05:00:00
701,278,2020-03-27 05:00:00
702,128,2020-03-27 05:00:00
703,202,2020-03-27 05:00:00
704,150,2020-03-27 05:00:00
705,182,2020-03-27 05:00:00
706,503,2020-03-27 05:00:00
707,62,2020-03-27 05:00:00
708,26,2020-03-27 05:00:00
709,134,2020-03-27 05:00:00
801,140,2020-03-27 05:00:00
802,115,2020-03-27 05:00:00
803,75,2020-03-27 05:00:00
804,137,2020-03-27 05:00:00
900,914,2020-03-27 05:00:00
101,8,2020-03-27 06:00:00
103,11,2020-03-27 06:00:00
104,3,2020-03-27 06:00:00
105,5,2020-03-27 06:00:00
106,14,2020-03-27 06:00:00
107,27,2020-03-27 06:00:00
108,9,2020-03-27 06:00:00
109,40,2020-03-27 06:00:00
201,39,2020-03-27 06:00:00
202,13,2020-03-27 06:00:00
203,3,2020-03-27 06:00:00
204,23,2020-03-27 06:00:00
205,17,2020-03-27 06:00:00
206,16,2020-03-27 06:00:00
207,22,2020-03-27 06:00:00
208,34,2020-03-27 06:00:00
209,15,2020-03-27 06:00:00
210,6,2020-03-27 06:00:00
301,10,2020-03-27 06:00:00
302,29,2020-03-27 06:00:00
303,11,2020-03-27 06:00:00
304,17,2020-03-27 06:00:00
305,122,2020-03-27 06:00:00
306,55,2020-03-27 06:00:00
307,28,2020-03-27 06:00:00
308,35,2020-03-27 06:00:00
309,4,2020-03-27 06:00:00
310,6,2020-03-27 06:00:00
311,5,2020-03-27 06:00:00
312,87,2020-03-27 06:00:00
313,67,2020-03-27 06:00:00
314,15,2020-03-27 06:00:00
315,51,2020-03-27 06:00:00
316,55,2020-03-27 06:00:00
317,83,2020-03-27 06:00:00
318,90,2020-03-27 06:00:00
319,84,2020-03-27 06:00:00
320,18,2020-03-27 06:00:00
321,82,2020-03-27 06:00:00
322,5,2020-03-27 06:00:00
323,13,2020-03-27 06:00:00
325,14,2020-03-27 06:00:00
401,151,2020-03-27 06:00:00
402,12,2020-03-27 06:00:00
403,42,2020-03-27 06:00:00
404,31,2020-03-27 06:00:00
405,22,2020-03-27 06:00:00
406,60,2020-03-27 06:00:00
407,33,2020-03-27 06:00:00
408,22,2020-03-27 06:00:00
409,27,2020-03-27 06:00:00
410,106,2020-03-27 06:00:00
411,161,2020-03-27 06:00:00
412,21,2020-03-27 06:00:00
413,81,2020-03-27 06:00:00
414,32,2020-03-27 06:00:00
415,67,2020-03-27 06:00:00
416,152,2020-03-27 06:00:00
417,76,2020-03-27 06:00:00
418,53,2020-03-27 06:00:00
501,88,2020-03-27 06:00:00
502,38,2020-03-27 06:00:00
503,98,2020-03-27 06:00:00
504,262,2020-03-27 06:00:00
505,12,2020-03-27 06:00:00
506,182,2020-03-27 06:00:00
601,174,2020-03-27 06:00:00
603,13,2020-03-27 06:00:00
606,72,2020-03-27 06:00:00
610,87,2020-03-27 06:00:00
611,16,2020-03-27 06:00:00
612,47,2020-03-27 06:00:00
614,1,2020-03-27 06:00:00
616,44,2020-03-27 06:00:00
617,69,2020-03-27 06:00:00
620,19,2020-03-27 06:00:00
621,25,2020-03-27 06:00:00
622,145,2020-03-27 06:00:00
623,31,2020-03-27 06:00:00
701,278,2020-03-27 06:00:00
702,128,2020-03-27 06:00:00
703,202,2020-03-27 06:00:00
704,150,2020-03-27 06:00:00
705,182,2020-03-27 06:00:00
706,503,2020-03-27 06:00:00
707,62,2020-03-27 06:00:00
708,26,2020-03-27 06:00:00
709,134,2020-03-27 06:00:00
801,140,2020-03-27 06:00:00
802,115,2020-03-27 06:00:00
803,75,2020-03-27 06:00:00
804,137,2020-03-27 06:00:00
900,914,2020-03-27 06:00:00
101,8,2020-03-27 07:00:00
103,11,2020-03-27 07:00:00
104,3,2020-03-27 07:00:00
105,5,2020-03-27 07:00:00
106,14,2020-03-27 07:00:00
107,27,2020-03-27 07:00:00
108,9,2020-03-27 07:00:00
109,40,2020-03-27 07:00:00
201,39,2020-03-27 07:00:00
202,13,2020-03-27 07:00:00
203,3,2020-03-27 07:00:00
204,23,2020-03-27 07:00:00
205,17,2020-03-27 07:00:00
206,16,2020-03-27 07:00:00
207,22,2020-03-27 07:00:00
208,34,2020-03-27 07:00:00
209,15,2020-03-27 07:00:00
210,6,2020-03-27 07:00:00
301,10,2020-03-27 07:00:00
302,29,2020-03-27 07:00:00
303,11,2020-03-27 07:00:00
304,17,2020-03-27 07:00:00
305,122,2020-03-27 07:00:00
306,55,2020-03-27 07:00:00
307,28,2020-03-27 07:00:00
308,35,2020-03-27 07:00:00
309,4,2020-03-27 07:00:00
310,6,2020-03-27 07:00:00
311,5,2020-03-27 07:00:00
312,87,2020-03-27 07:00:00
313,67,2020-03-27 07:00:00
314,15,2020-03-27 07:00:00
315,51,2020-03-27 07:00:00
316,55,2020-03-27 07:00:00
317,83,2020-03-27 07:00:00
318,90,2020-03-27 07:00:00
319,84,2020-03-27 07:00:00
320,18,2020-03-27 07:00:00
321,82,2020-03-27 07:00:00
322,5,2020-03-27 07:00:00
323,13,2020-03-27 07:00:00
325,14,2020-03-27 07:00:00
401,151,2020-03-27 07:00:00
402,12,2020-03-27 07:00:00
403,42,2020-03-27 07:00:00
404,31,2020-03-27 07:00:00
405,22,2020-03-27 07:00:00
406,60,2020-03-27 07:00:00
407,33,2020-03-27 07:00:00
408,22,2020-03-27 07:00:00
409,27,2020-03-27 07:00:00
410,106,2020-03-27 07:00:00
411,161,2020-03-27 07:00:00
412,21,2020-03-27 07:00:00
413,81,2020-03-27 07:00:00
414,32,2020-03-27 07:00:00
415,67,2020-03-27 07:00:00
416,152,2020-03-27 07:00:00
417,76,2020-03-27 07:00:00
418,53,2020-03-27 07:00:00
501,88,2020-03-27 07:00:00
502,38,2020-03-27 07:00:00
503,98,2020-03-27 07:00:00
504,262,2020-03-27 07:00:00
505,12,2020-03-27 07:00:00
506,182,2020-03-27 07:00:00
601,174,2020-03-27 07:00:00
603,13,2020-03-27 07:00:00
606,72,2020-03-27 07:00:00
610,87,2020-03-27 07:00:00
611,16,2020-03-27 07:00:00
612,47,2020-03-27 07:00:00
614,1,2020-03-27 07:00:00
616,44,2020-03-27 07:00:00
617,69,2020-03-27 07:00:00
620,19,2020-03-27 07:00:00
621,25,2020-03-27 07:00:00
622,145,2020-03-27 07:00:00
623,31,2020-03-27 07:00:00
701,278,2020-03-27 07:00:00
702,129,2020-03-27 07:00:00
703,209,2020-03-27 07:00:00
704,150,2020-03-27 07:00:00
705,182,2020-03-27 07:00:00
706,503,2020-03-27 07:00:00
707,62,2020-03-27 07:00:00
708,26,2020-03-27 07:00:00
709,134,2020-03-27 07:00:00
801,140,2020-03-27 07:00:00
802,115,2020-03-27 07:00:00
803,75,2020-03-27 07:00:00
804,137,2020-03-27 07:00:00
900,914,2020-03-27 07:00:00
101,8,2020-03-27 08:00:00
103,11,2020-03-27 08:00:00
104,3,2020-03-27 08:00:00
105,5,2020-03-27 08:00:00
106,14,2020-03-27 08:00:00
107,27,2020-03-27 08:00:00
108,9,2020-03-27 08:00:00
109,40,2020-03-27 08:00:00
201,39,2020-03-27 08:00:00
202,13,2020-03-27 08:00:00
203,3,2020-03-27 08:00:00
204,23,2020-03-27 08:00:00
205,17,2020-03-27 08:00:00
206,16,2020-03-27 08:00:00
207,22,2020-03-27 08:00:00
208,34,2020-03-27 08:00:00
209,15,2020-03-27 08:00:00
210,7,2020-03-27 08:00:00
301,10,2020-03-27 08:00:00
302,31,2020-03-27 08:00:00
303,11,2020-03-27 08:00:00
304,17,2020-03-27 08:00:00
305,122,2020-03-27 08:00:00
306,55,2020-03-27 08:00:00
307,28,2020-03-27 08:00:00
308,36,2020-03-27 08:00:00
309,4,2020-03-27 08:00:00
310,6,2020-03-27 08:00:00
311,5,2020-03-27 08:00:00
312,87,2020-03-27 08:00:00
313,67,2020-03-27 08:00:00
314,15,2020-03-27 08:00:00
315,51,2020-03-27 08:00:00
316,55,2020-03-27 08:00:00
317,83,2020-03-27 08:00:00
318,90,2020-03-27 08:00:00
319,84,2020-03-27 08:00:00
320,18,2020-03-27 08:00:00
321,85,2020-03-27 08:00:00
322,5,2020-03-27 08:00:00
323,13,2020-03-27 08:00:00
325,14,2020-03-27 08:00:00
401,152,2020-03-27 08:00:00
402,12,2020-03-27 08:00:00
403,42,2020-03-27 08:00:00
404,31,2020-03-27 08:00:00
405,22,2020-03-27 08:00:00
406,60,2020-03-27 08:00:00
407,33,2020-03-27 08:00:00
408,22,2020-03-27 08:00:00
409,27,2020-03-27 08:00:00
410,107,2020-03-27 08:00:00
411,170,2020-03-27 08:00:00
412,21,2020-03-27 08:00:00
413,83,2020-03-27 08:00:00
414,32,2020-03-27 08:00:00
415,67,2020-03-27 08:00:00
416,152,2020-03-27 08:00:00
417,76,2020-03-27 08:00:00
418,53,2020-03-27 08:00:00
501,88,2020-03-27 08:00:00
502,38,2020-03-27 08:00:00
503,98,2020-03-27 08:00:00
504,262,2020-03-27 08:00:00
505,12,2020-03-27 08:00:00
506,182,2020-03-27 08:00:00
601,173,2020-03-27 08:00:00
603,13,2020-03-27 08:00:00
606,72,2020-03-27 08:00:00
610,87,2020-03-27 08:00:00
611,16,2020-03-27 08:00:00
612,47,2020-03-27 08:00:00
614,1,2020-03-27 08:00:00
616,44,2020-03-27 08:00:00
617,69,2020-03-27 08:00:00
620,19,2020-03-27 08:00:00
621,25,2020-03-27 08:00:00
622,145,2020-03-27 08:00:00
