"nuts2";"freq";"date"
7;1338;2020-03-24 22:30:00
8;402;2020-03-24 22:30:00
9;677;2020-03-24 22:30:00
1;87;2020-03-24 22:45:00
2;145;2020-03-24 22:45:00
3;679;2020-03-24 22:45:00
4;858;2020-03-24 22:45:00
5;493;2020-03-24 22:45:00
6;585;2020-03-24 22:45:00
7;1338;2020-03-24 22:45:00
8;402;2020-03-24 22:45:00
9;677;2020-03-24 22:45:00
1;87;2020-03-24 23:00:00
2;145;2020-03-24 23:00:00
3;679;2020-03-24 23:00:00
4;858;2020-03-24 23:00:00
5;493;2020-03-24 23:00:00
6;585;2020-03-24 23:00:00
7;1338;2020-03-24 23:00:00
8;402;2020-03-24 23:00:00
9;677;2020-03-24 23:00:00
1;87;2020-03-24 23:15:00
2;145;2020-03-24 23:15:00
3;679;2020-03-24 23:15:00
4;858;2020-03-24 23:15:00
5;493;2020-03-24 23:15:00
6;585;2020-03-24 23:15:00
7;1338;2020-03-24 23:15:00
8;402;2020-03-24 23:15:00
9;677;2020-03-24 23:15:00
1;87;2020-03-24 23:30:00
2;145;2020-03-24 23:30:00
3;679;2020-03-24 23:30:00
4;858;2020-03-24 23:30:00
5;493;2020-03-24 23:30:00
6;585;2020-03-24 23:30:00
7;1338;2020-03-24 23:30:00
8;402;2020-03-24 23:30:00
9;677;2020-03-24 23:30:00
1;87;2020-03-24 23:45:00
2;145;2020-03-24 23:45:00
3;679;2020-03-24 23:45:00
4;858;2020-03-24 23:45:00
5;493;2020-03-24 23:45:00
6;585;2020-03-24 23:45:00
7;1338;2020-03-24 23:45:00
8;402;2020-03-24 23:45:00
9;677;2020-03-24 23:45:00
