"nuts2","freq","date"
2,135,2020-03-23 22:45:00
3,609,2020-03-23 22:45:00
4,764,2020-03-23 22:45:00
5,404,2020-03-23 22:45:00
6,503,2020-03-23 22:45:00
7,1065,2020-03-23 22:45:00
8,352,2020-03-23 22:45:00
9,557,2020-03-23 22:45:00
1,85,2020-03-23 23:00:00
2,135,2020-03-23 23:00:00
3,609,2020-03-23 23:00:00
4,764,2020-03-23 23:00:00
5,404,2020-03-23 23:00:00
6,503,2020-03-23 23:00:00
7,1065,2020-03-23 23:00:00
8,352,2020-03-23 23:00:00
9,557,2020-03-23 23:00:00
1,85,2020-03-23 23:15:00
2,135,2020-03-23 23:15:00
3,609,2020-03-23 23:15:00
4,764,2020-03-23 23:15:00
5,404,2020-03-23 23:15:00
6,503,2020-03-23 23:15:00
7,1065,2020-03-23 23:15:00
8,352,2020-03-23 23:15:00
9,557,2020-03-23 23:15:00
1,85,2020-03-23 23:30:00
2,135,2020-03-23 23:30:00
3,609,2020-03-23 23:30:00
4,764,2020-03-23 23:30:00
5,404,2020-03-23 23:30:00
6,503,2020-03-23 23:30:00
7,1065,2020-03-23 23:30:00
8,352,2020-03-23 23:30:00
9,557,2020-03-23 23:30:00
1,85,2020-03-23 23:45:00
2,135,2020-03-23 23:45:00
3,609,2020-03-23 23:45:00
4,764,2020-03-23 23:45:00
5,404,2020-03-23 23:45:00
6,503,2020-03-23 23:45:00
7,1065,2020-03-23 23:45:00
8,352,2020-03-23 23:45:00
9,557,2020-03-23 23:45:00
